ID,Timestamp,Occupancy,Capacity
114,2016-10-10 10:57:00,144,577
115,2016-10-10 11:30:00,149,577
116,2016-10-10 11:57:00,159,577
117,2016-10-10 12:30:00,171,577
118,2016-10-10 13:04:00,176,577
119,2016-10-10 13:30:00,172,577
120,2016-10-10 14:03:00,161,577
121,2016-10-10 14:30:00,154,577
122,2016-10-10 14:57:00,137,577
123,2016-10-10 15:30:00,129,577
124,2016-10-10 15:57:00,130,577
125,2016-10-10 16:30:00,114,577
126,2016-10-11 08:04:00,56,577
127,2016-10-11 08:30:00,64,577
128,2016-10-11 08:57:00,74,577
129,2016-10-11 09:30:00,93,577
130,2016-10-11 09:57:00,129,577
131,2016-10-11 10:30:00,167,577
132,2016-10-11 10:57:00,200,577
133,2016-10-11 11:30:00,219,577
134,2016-10-11 12:03:00,225,577
135,2016-10-11 12:30:00,221,577
136,2016-10-11 13:04:00,217,577
137,2016-10-11 13:31:00,217,577
138,2016-10-11 14:04:00,208,577
139,2016-10-11 14:30:00,191,577
140,2016-10-11 15:03:00,167,577
141,2016-10-11 15:33:00,159,577
142,2016-10-11 16:01:00,150,577
143,2016-10-11 16:26:00,127,577
144,2016-10-12 08:04:00,51,577
145,2016-10-12 08:31:00,57,577
146,2016-10-12 09:03:00,64,577
147,2016-10-12 09:26:00,73,577
148,2016-10-12 10:01:00,99,577
149,2016-10-12 10:31:00,112,577
150,2016-10-12 11:04:00,127,577
151,2016-10-12 11:31:00,128,577
152,2016-10-12 12:04:00,143,577
153,2016-10-12 12:31:00,158,577
154,2016-10-12 13:04:00,157,577
155,2016-10-12 13:34:00,164,577
156,2016-10-12 14:03:00,167,577
157,2016-10-12 14:34:00,159,577
158,2016-10-12 15:01:00,140,577
159,2016-10-12 15:30:00,128,577
160,2016-10-12 15:57:00,121,577
161,2016-10-12 16:31:00,111,577
162,2016-10-13 07:57:00,58,577
163,2016-10-13 08:31:00,65,577
164,2016-10-13 09:04:00,76,577
165,2016-10-13 09:31:00,97,577
166,2016-10-13 09:57:00,127,577
167,2016-10-13 10:31:00,166,577
168,2016-10-13 11:04:00,200,577
169,2016-10-13 11:31:00,220,577
170,2016-10-13 11:57:00,230,577
171,2016-10-13 12:31:00,231,577
172,2016-10-13 13:04:00,214,577
173,2016-10-13 13:31:00,203,577
174,2016-10-13 13:57:00,205,577
175,2016-10-13 14:31:00,181,577
176,2016-10-13 15:04:00,162,577
177,2016-10-13 15:31:00,144,577
178,2016-10-13 16:04:00,132,577
179,2016-10-13 16:31:00,130,577
180,2016-10-14 08:01:00,53,577
181,2016-10-14 08:27:00,57,577
182,2016-10-14 09:01:00,67,577
183,2016-10-14 09:27:00,100,577
184,2016-10-14 10:01:00,134,577
185,2016-10-14 10:27:00,157,577
186,2016-10-14 11:01:00,205,577
187,2016-10-14 11:27:00,220,577
188,2016-10-14 12:01:00,224,577
189,2016-10-14 12:27:00,213,577
190,2016-10-14 13:01:00,205,577
191,2016-10-14 13:27:00,201,577
192,2016-10-14 14:01:00,182,577
193,2016-10-14 14:34:00,174,577
194,2016-10-14 15:01:00,171,577
195,2016-10-14 15:27:00,161,577
196,2016-10-14 16:01:00,138,577
197,2016-10-14 16:34:00,134,577
198,2016-10-15 08:01:00,53,577
199,2016-10-15 08:34:00,63,577
200,2016-10-15 09:01:00,77,577
201,2016-10-15 09:27:00,101,577
202,2016-10-15 10:01:00,154,577
203,2016-10-15 10:27:00,171,577
204,2016-10-15 11:01:00,211,577
205,2016-10-15 11:27:00,239,577
206,2016-10-15 12:01:00,276,577
207,2016-10-15 12:27:00,297,577
208,2016-10-15 13:01:00,332,577
209,2016-10-15 13:34:00,352,577
210,2016-10-15 14:01:00,391,577
211,2016-10-15 14:27:00,409,577
212,2016-10-15 15:01:00,442,577
213,2016-10-15 15:27:00,428,577
214,2016-10-15 16:01:00,412,577
215,2016-10-15 16:27:00,393,577
216,2016-10-16 08:04:00,48,577
217,2016-10-16 08:27:00,48,577
218,2016-10-16 09:01:00,55,577
219,2016-10-16 09:27:00,57,577
220,2016-10-16 10:04:00,57,577
221,2016-10-16 10:34:00,56,577
222,2016-10-16 11:01:00,56,577
223,2016-10-16 11:27:00,56,577
224,2016-10-16 12:01:00,65,577
225,2016-10-16 12:27:00,105,577
226,2016-10-16 13:01:00,131,577
227,2016-10-16 13:27:00,146,577
228,2016-10-16 14:01:00,170,577
229,2016-10-16 14:27:00,180,577
230,2016-10-16 15:01:00,192,577
231,2016-10-16 15:31:00,185,577
232,2016-10-16 15:57:00,173,577
233,2016-10-16 16:31:00,154,577
234,2016-10-17 08:01:00,50,577
235,2016-10-17 08:27:00,54,577
236,2016-10-17 09:01:00,66,577
237,2016-10-17 09:27:00,76,577
238,2016-10-17 10:04:00,112,577
239,2016-10-17 10:31:00,119,577
240,2016-10-17 11:04:00,144,577
241,2016-10-17 11:31:00,153,577
242,2016-10-17 12:04:00,159,577
243,2016-10-17 12:31:00,154,577
244,2016-10-17 12:57:00,154,577
245,2016-10-17 13:31:00,157,577
246,2016-10-17 14:04:00,161,577
247,2016-10-17 14:31:00,147,577
248,2016-10-17 14:57:00,133,577
249,2016-10-17 15:31:00,121,577
250,2016-10-17 15:57:00,115,577
251,2016-10-17 16:28:00,110,577
252,2016-10-18 08:01:00,57,577
253,2016-10-18 08:28:00,60,577
254,2016-10-18 09:01:00,72,577
255,2016-10-18 09:28:00,91,577
256,2016-10-18 10:01:00,145,577
257,2016-10-18 10:28:00,178,577
258,2016-10-18 11:01:00,220,577
259,2016-10-18 11:27:00,228,577
260,2016-10-18 12:01:00,231,577
261,2016-10-18 12:27:00,224,577
262,2016-10-18 13:01:00,237,577
263,2016-10-18 13:28:00,227,577
264,2016-10-18 13:54:00,226,577
265,2016-10-18 14:27:00,200,577
266,2016-10-18 15:01:00,165,577
267,2016-10-18 15:27:00,157,577
268,2016-10-18 15:55:00,149,577
269,2016-10-18 16:27:00,124,577
270,2016-10-19 08:05:00,49,577
271,2016-10-19 08:25:00,51,577
272,2016-10-19 08:58:00,59,577
273,2016-10-19 09:32:00,76,577
274,2016-10-19 09:58:00,105,577
275,2016-10-19 10:25:00,135,577
276,2016-10-19 10:59:00,156,577
277,2016-10-19 11:25:00,177,577
278,2016-10-19 11:59:00,181,577
279,2016-10-19 12:25:00,171,577
280,2016-10-19 12:58:00,165,577
281,2016-10-19 13:25:00,167,577
282,2016-10-19 13:58:00,161,577
283,2016-10-19 14:32:00,156,577
284,2016-10-19 14:58:00,144,577
285,2016-10-19 15:32:00,127,577
286,2016-10-19 15:59:00,117,577
287,2016-10-19 16:25:00,110,577
288,2016-10-22 07:59:00,57,577
289,2016-10-22 08:26:00,59,577
290,2016-10-22 08:59:00,72,577
291,2016-10-22 09:26:00,93,577
292,2016-10-22 09:59:00,130,577
293,2016-10-22 10:26:00,156,577
294,2016-10-22 10:59:00,198,577
295,2016-10-22 11:32:00,239,577
296,2016-10-22 11:59:00,261,577
297,2016-10-22 12:32:00,324,577
298,2016-10-22 12:59:00,359,577
299,2016-10-22 13:32:00,380,577
300,2016-10-22 13:59:00,408,577
301,2016-10-22 14:39:00,430,577
302,2016-10-22 14:59:00,424,577
303,2016-10-22 15:26:00,403,577
304,2016-10-22 15:59:00,384,577
305,2016-10-22 16:26:00,340,577
306,2016-10-23 07:59:00,47,577
307,2016-10-23 08:26:00,48,577
308,2016-10-23 08:59:00,51,577
309,2016-10-23 09:26:00,50,577
310,2016-10-23 09:59:00,54,577
311,2016-10-23 10:26:00,60,577
312,2016-10-23 10:59:00,80,577
313,2016-10-23 11:26:00,107,577
314,2016-10-23 11:59:00,125,577
315,2016-10-23 12:26:00,144,577
316,2016-10-23 13:06:00,175,577
317,2016-10-23 13:26:00,192,577
318,2016-10-23 13:59:00,215,577
319,2016-10-23 14:26:00,226,577
320,2016-10-23 14:59:00,219,577
321,2016-10-23 15:26:00,215,577
322,2016-10-23 15:59:00,179,577
323,2016-10-23 16:26:00,150,577
324,2016-10-24 07:56:00,47,577
325,2016-10-24 08:29:00,55,577
326,2016-10-24 09:03:00,62,577
327,2016-10-24 09:30:00,73,577
328,2016-10-24 09:55:00,87,577
329,2016-10-24 10:30:00,114,577
330,2016-10-24 11:03:00,137,577
331,2016-10-24 11:29:00,155,577
332,2016-10-24 12:02:00,173,577
333,2016-10-24 12:30:00,191,577
334,2016-10-24 12:56:00,198,577
335,2016-10-24 13:30:00,208,577
336,2016-10-24 13:56:00,219,577
337,2016-10-24 14:30:00,215,577
338,2016-10-24 14:56:00,209,577
339,2016-10-24 15:32:00,209,577
340,2016-10-24 16:00:00,192,577
341,2016-10-24 16:33:00,175,577
342,2016-10-25 08:00:00,54,577
343,2016-10-25 08:26:00,55,577
344,2016-10-25 09:00:00,82,577
345,2016-10-25 09:19:00,95,577
346,2016-10-25 09:56:00,129,577
347,2016-10-25 10:29:00,173,577
348,2016-10-25 10:56:00,202,577
349,2016-10-25 11:29:00,249,577
350,2016-10-25 12:02:00,290,577
351,2016-10-25 12:29:00,303,577
352,2016-10-25 13:03:00,331,577
353,2016-10-25 13:29:00,345,577
354,2016-10-25 13:56:00,363,577
355,2016-10-25 14:29:00,365,577
356,2016-10-25 15:02:00,340,577
357,2016-10-25 15:29:00,302,577
358,2016-10-25 15:56:00,273,577
359,2016-10-25 16:29:00,226,577
360,2016-10-26 07:59:00,56,577
361,2016-10-26 08:32:00,63,577
362,2016-10-26 08:59:00,70,577
363,2016-10-26 09:26:00,87,577
364,2016-10-26 09:59:00,108,577
365,2016-10-26 10:26:00,125,577
366,2016-10-26 10:59:00,159,577
367,2016-10-26 11:26:00,182,577
368,2016-10-26 11:59:00,198,577
369,2016-10-26 12:26:00,205,577
370,2016-10-26 12:59:00,231,577
371,2016-10-26 13:26:00,244,577
372,2016-10-26 13:59:00,260,577
373,2016-10-26 14:26:00,267,577
374,2016-10-26 14:59:00,252,577
375,2016-10-26 15:26:00,238,577
376,2016-10-26 15:59:00,212,577
377,2016-10-26 16:32:00,180,577
378,2016-10-27 07:59:00,54,577
379,2016-10-27 08:32:00,60,577
380,2016-10-27 08:59:00,69,577
381,2016-10-27 09:32:00,90,577
382,2016-10-27 09:59:00,102,577
383,2016-10-27 10:25:00,117,577
384,2016-10-27 10:59:00,160,577
385,2016-10-27 11:32:00,189,577
386,2016-10-27 11:59:00,207,577
387,2016-10-27 12:26:00,222,577
388,2016-10-27 12:59:00,247,577
389,2016-10-27 13:32:00,271,577
390,2016-10-27 13:59:00,279,577
391,2016-10-27 14:26:00,280,577
392,2016-10-27 14:59:00,266,577
393,2016-10-27 15:26:00,263,577
394,2016-10-27 15:59:00,241,577
395,2016-10-27 16:26:00,225,577
396,2016-10-28 08:16:00,57,577
397,2016-10-28 08:16:00,57,577
398,2016-10-28 08:56:00,69,577
399,2016-10-28 09:29:00,99,577
400,2016-10-28 10:02:00,135,577
401,2016-10-28 10:29:00,171,577
402,2016-10-28 10:56:00,196,577
403,2016-10-28 11:29:00,230,577
404,2016-10-28 12:02:00,262,577
405,2016-10-28 12:29:00,269,577
406,2016-10-28 13:02:00,266,577
407,2016-10-28 13:29:00,275,577
408,2016-10-28 14:02:00,296,577
409,2016-10-28 14:29:00,290,577
410,2016-10-28 15:02:00,282,577
411,2016-10-28 15:29:00,269,577
412,2016-10-28 16:02:00,256,577
413,2016-10-28 16:29:00,220,577
414,2016-10-29 07:59:00,51,577
415,2016-10-29 08:26:00,56,577
416,2016-10-29 08:59:00,66,577
417,2016-10-29 09:26:00,91,577
418,2016-10-29 09:59:00,124,577
419,2016-10-29 10:26:00,164,577
420,2016-10-29 10:59:00,213,577
421,2016-10-29 11:25:00,267,577
422,2016-10-29 12:06:00,314,577
423,2016-10-29 12:26:00,339,577
424,2016-10-29 12:59:00,338,577
425,2016-10-29 13:26:00,368,577
426,2016-10-29 13:59:00,366,577
427,2016-10-29 14:26:00,374,577
428,2016-10-29 14:59:00,414,577
429,2016-10-29 15:26:00,417,577
430,2016-10-29 15:59:00,417,577
431,2016-10-29 16:26:00,369,577
432,2016-10-30 07:59:00,43,577
433,2016-10-30 07:59:00,43,577
434,2016-10-30 07:59:00,43,577
435,2016-10-30 08:25:00,44,577
436,2016-10-30 08:59:00,45,577
437,2016-10-30 09:25:00,44,577
438,2016-10-30 09:59:00,47,577
439,2016-10-30 10:25:00,61,577
440,2016-10-30 10:59:00,84,577
441,2016-10-30 11:25:00,107,577
442,2016-10-30 11:59:00,122,577
443,2016-10-30 12:26:00,142,577
444,2016-10-30 13:06:00,169,577
445,2016-10-30 13:25:00,177,577
446,2016-10-30 13:59:00,182,577
447,2016-10-30 14:32:00,183,577
448,2016-10-30 15:00:00,157,577
449,2016-10-30 15:32:00,147,577
450,2016-10-31 08:00:00,49,577
451,2016-10-31 08:26:00,58,577
452,2016-10-31 09:00:00,67,577
453,2016-10-31 09:26:00,92,577
454,2016-10-31 10:00:00,111,577
455,2016-10-31 10:26:00,129,577
456,2016-10-31 11:00:00,166,577
457,2016-10-31 11:26:00,178,577
458,2016-10-31 12:00:00,198,577
459,2016-10-31 12:26:00,199,577
460,2016-10-31 13:00:00,198,577
461,2016-10-31 13:26:00,201,577
462,2016-10-31 13:59:00,189,577
463,2016-10-31 14:26:00,185,577
464,2016-10-31 15:00:00,160,577
465,2016-10-31 15:27:00,141,577
466,2016-10-31 16:00:00,130,577
467,2016-10-31 16:26:00,121,577
468,2016-11-01 08:06:00,50,577
469,2016-11-01 08:26:00,54,577
470,2016-11-01 09:00:00,69,577
471,2016-11-01 09:26:00,91,577
472,2016-11-01 10:00:00,135,577
473,2016-11-01 10:26:00,163,577
474,2016-11-01 11:00:00,185,577
475,2016-11-01 11:26:00,207,577
476,2016-11-01 12:00:00,239,577
477,2016-11-01 12:26:00,244,577
478,2016-11-01 13:00:00,243,577
479,2016-11-01 13:26:00,241,577
480,2016-11-01 14:00:00,229,577
481,2016-11-01 14:26:00,199,577
482,2016-11-01 15:00:00,180,577
483,2016-11-01 15:27:00,167,577
484,2016-11-01 16:00:00,153,577
485,2016-11-01 16:33:00,133,577
486,2016-11-02 07:56:00,50,577
487,2016-11-02 08:30:00,52,577
488,2016-11-02 08:56:00,57,577
489,2016-11-02 09:30:00,81,577
490,2016-11-02 09:56:00,97,577
491,2016-11-02 10:29:00,125,577
492,2016-11-02 10:56:00,144,577
493,2016-11-02 11:30:00,167,577
494,2016-11-02 11:56:00,169,577
495,2016-11-02 12:30:00,184,577
496,2016-11-02 13:03:00,192,577
497,2016-11-02 13:30:00,188,577
498,2016-11-02 14:03:00,188,577
499,2016-11-02 14:30:00,171,577
500,2016-11-02 14:56:00,153,577
501,2016-11-02 15:29:00,130,577
502,2016-11-02 16:03:00,125,577
503,2016-11-02 16:30:00,115,577
504,2016-11-03 08:00:00,51,577
505,2016-11-03 08:26:00,56,577
506,2016-11-03 09:00:00,60,577
507,2016-11-03 09:26:00,80,577
508,2016-11-03 10:00:00,119,577
509,2016-11-03 10:26:00,138,577
510,2016-11-03 11:00:00,185,577
511,2016-11-03 11:26:00,195,577
512,2016-11-03 12:00:00,195,577
513,2016-11-03 12:26:00,191,577
514,2016-11-03 12:59:00,196,577
515,2016-11-03 13:26:00,191,577
516,2016-11-03 13:59:00,187,577
517,2016-11-03 14:26:00,177,577
518,2016-11-03 15:00:00,154,577
519,2016-11-03 15:26:00,142,577
520,2016-11-03 16:03:00,120,577
521,2016-11-03 16:30:00,108,577
522,2016-11-04 08:00:00,48,577
523,2016-11-04 08:26:00,56,577
524,2016-11-04 08:59:00,71,577
525,2016-11-04 09:33:00,97,577
526,2016-11-04 10:00:00,115,577
527,2016-11-04 10:26:00,135,577
528,2016-11-04 11:00:00,154,577
529,2016-11-04 11:33:00,179,577
530,2016-11-04 12:00:00,183,577
531,2016-11-04 12:33:00,182,577
532,2016-11-04 13:00:00,171,577
533,2016-11-04 13:26:00,173,577
534,2016-11-04 13:59:00,179,577
535,2016-11-04 14:26:00,167,577
536,2016-11-04 15:00:00,156,577
537,2016-11-04 15:26:00,145,577
538,2016-11-04 16:00:00,136,577
539,2016-11-04 16:26:00,119,577
540,2016-11-05 08:00:00,43,577
541,2016-11-05 08:26:00,48,577
542,2016-11-05 08:59:00,59,577
543,2016-11-05 09:26:00,90,577
544,2016-11-05 09:59:00,135,577
545,2016-11-05 10:33:00,181,577
546,2016-11-05 10:59:00,224,577
547,2016-11-05 11:26:00,243,577
548,2016-11-05 12:06:00,278,577
549,2016-11-05 12:26:00,288,577
550,2016-11-05 13:00:00,331,577
551,2016-11-05 13:33:00,351,577
552,2016-11-05 13:59:00,361,577
553,2016-11-05 14:26:00,346,577
554,2016-11-05 15:00:00,369,577
555,2016-11-05 15:26:00,390,577
556,2016-11-05 16:00:00,368,577
557,2016-11-05 16:26:00,340,577
558,2016-11-06 08:00:00,35,577
559,2016-11-06 08:26:00,35,577
560,2016-11-06 09:00:00,36,577
561,2016-11-06 09:33:00,39,577
562,2016-11-06 10:00:00,46,577
563,2016-11-06 10:26:00,53,577
564,2016-11-06 10:59:00,77,577
565,2016-11-06 11:26:00,96,577
566,2016-11-06 11:59:00,124,577
567,2016-11-06 12:26:00,153,577
568,2016-11-06 13:06:00,178,577
569,2016-11-06 13:26:00,188,577
570,2016-11-06 13:59:00,216,577
571,2016-11-06 14:33:00,225,577
572,2016-11-06 15:00:00,211,577
573,2016-11-06 15:26:00,188,577
574,2016-11-06 15:59:00,163,577
575,2016-11-06 16:26:00,130,577
576,2016-11-07 08:00:00,30,577
577,2016-11-07 08:26:00,38,577
578,2016-11-07 08:59:00,49,577
579,2016-11-07 09:26:00,61,577
580,2016-11-07 09:59:00,87,577
581,2016-11-07 10:26:00,110,577
582,2016-11-07 10:59:00,142,577
583,2016-11-07 11:26:00,157,577
584,2016-11-07 11:59:00,157,577
585,2016-11-07 12:26:00,160,577
586,2016-11-07 12:59:00,154,577
587,2016-11-07 13:33:00,161,577
588,2016-11-07 13:59:00,162,577
589,2016-11-07 14:33:00,156,577
590,2016-11-07 15:00:00,148,577
591,2016-11-07 15:33:00,124,577
592,2016-11-07 16:00:00,119,577
593,2016-11-07 16:33:00,118,577
594,2016-11-08 07:59:00,34,577
595,2016-11-08 08:26:00,36,577
596,2016-11-08 08:59:00,46,577
597,2016-11-08 09:26:00,68,577
598,2016-11-08 09:59:00,112,577
599,2016-11-08 10:33:00,150,577
600,2016-11-08 11:00:00,178,577
601,2016-11-08 11:33:00,196,577
602,2016-11-08 11:59:00,236,577
603,2016-11-08 12:27:00,250,577
604,2016-11-08 13:00:00,253,577
605,2016-11-08 13:34:00,237,577
606,2016-11-08 14:00:00,223,577
607,2016-11-08 14:26:00,196,577
608,2016-11-08 15:00:00,163,577
609,2016-11-08 15:33:00,144,577
610,2016-11-08 16:01:00,127,577
611,2016-11-08 16:34:00,106,577
612,2016-11-09 08:00:00,32,577
613,2016-11-09 08:27:00,37,577
614,2016-11-09 09:00:00,43,577
615,2016-11-09 09:34:00,61,577
616,2016-11-09 10:00:00,88,577
617,2016-11-09 10:27:00,107,577
618,2016-11-09 11:00:00,130,577
619,2016-11-09 11:27:00,151,577
620,2016-11-09 12:00:00,152,577
621,2016-11-09 12:27:00,160,577
622,2016-11-09 13:00:00,172,577
623,2016-11-09 13:27:00,172,577
624,2016-11-09 14:00:00,163,577
625,2016-11-09 14:27:00,152,577
626,2016-11-09 15:00:00,134,577
627,2016-11-09 15:34:00,124,577
628,2016-11-09 16:00:00,108,577
629,2016-11-09 16:34:00,94,577
630,2016-11-10 08:00:00,36,577
631,2016-11-10 08:34:00,41,577
632,2016-11-10 09:00:00,49,577
633,2016-11-10 09:27:00,65,577
634,2016-11-10 10:00:00,93,577
635,2016-11-10 10:27:00,126,577
636,2016-11-10 11:00:00,160,577
637,2016-11-10 11:27:00,186,577
638,2016-11-10 12:00:00,201,577
639,2016-11-10 12:27:00,208,577
640,2016-11-10 13:00:00,208,577
641,2016-11-10 13:34:00,200,577
642,2016-11-10 14:00:00,201,577
643,2016-11-10 14:27:00,190,577
644,2016-11-10 15:00:00,162,577
645,2016-11-10 15:27:00,153,577
646,2016-11-10 16:00:00,147,577
647,2016-11-10 16:27:00,136,577
648,2016-11-11 08:00:00,39,577
649,2016-11-11 08:27:00,42,577
650,2016-11-11 09:00:00,63,577
651,2016-11-11 09:27:00,82,577
652,2016-11-11 10:00:00,122,577
653,2016-11-11 10:27:00,147,577
654,2016-11-11 11:00:00,169,577
655,2016-11-11 11:27:00,191,577
656,2016-11-11 12:00:00,188,577
657,2016-11-11 12:27:00,178,577
658,2016-11-11 13:00:00,164,577
659,2016-11-11 13:34:00,166,577
660,2016-11-11 14:00:00,170,577
661,2016-11-11 14:27:00,161,577
662,2016-11-11 15:00:00,162,577
663,2016-11-11 15:34:00,142,577
664,2016-11-11 16:00:00,138,577
665,2016-11-11 16:34:00,124,577
666,2016-11-12 08:00:00,33,577
667,2016-11-12 08:27:00,37,577
668,2016-11-12 09:00:00,50,577
669,2016-11-12 09:27:00,73,577
670,2016-11-12 10:00:00,124,577
671,2016-11-12 10:27:00,159,577
672,2016-11-12 11:00:00,212,577
673,2016-11-12 11:34:00,251,577
674,2016-11-12 12:00:00,291,577
675,2016-11-12 12:27:00,306,577
676,2016-11-12 13:00:00,321,577
677,2016-11-12 13:27:00,341,577
678,2016-11-12 14:00:00,383,577
679,2016-11-12 14:27:00,416,577
680,2016-11-12 15:00:00,449,577
681,2016-11-12 15:27:00,442,577
682,2016-11-12 16:00:00,418,577
683,2016-11-12 16:34:00,356,577
684,2016-11-13 08:00:00,23,577
685,2016-11-13 08:27:00,24,577
686,2016-11-13 09:00:00,27,577
687,2016-11-13 09:34:00,28,577
688,2016-11-13 10:00:00,32,577
689,2016-11-13 10:33:00,46,577
690,2016-11-13 11:00:00,69,577
691,2016-11-13 11:27:00,95,577
692,2016-11-13 12:00:00,128,577
693,2016-11-13 12:27:00,154,577
694,2016-11-13 13:07:00,191,577
695,2016-11-13 13:33:00,204,577
696,2016-11-13 14:00:00,220,577
697,2016-11-13 14:27:00,233,577
698,2016-11-13 15:00:00,220,577
699,2016-11-13 15:27:00,205,577
700,2016-11-13 16:00:00,170,577
701,2016-11-13 16:27:00,133,577
702,2016-11-14 08:00:00,31,577
703,2016-11-14 08:33:00,36,577
704,2016-11-14 09:00:00,42,577
705,2016-11-14 09:27:00,61,577
706,2016-11-14 10:00:00,85,577
707,2016-11-14 10:27:00,99,577
708,2016-11-14 11:00:00,129,577
709,2016-11-14 11:27:00,135,577
710,2016-11-14 12:00:00,158,577
711,2016-11-14 12:27:00,154,577
712,2016-11-14 13:00:00,163,577
713,2016-11-14 13:27:00,152,577
714,2016-11-14 14:00:00,143,577
715,2016-11-14 14:33:00,126,577
716,2016-11-14 15:00:00,121,577
717,2016-11-14 15:27:00,113,577
718,2016-11-14 16:00:00,103,577
719,2016-11-14 16:27:00,89,577
720,2016-11-15 07:57:00,32,577
721,2016-11-15 08:30:00,38,577
722,2016-11-15 08:57:00,47,577
723,2016-11-15 09:30:00,79,577
724,2016-11-15 09:57:00,113,577
725,2016-11-15 10:30:00,171,577
726,2016-11-15 11:03:00,209,577
727,2016-11-15 11:30:00,226,577
728,2016-11-15 11:57:00,227,577
729,2016-11-15 12:30:00,222,577
730,2016-11-15 12:57:00,230,577
731,2016-11-15 13:30:00,233,577
732,2016-11-15 14:03:00,248,577
733,2016-11-15 14:30:00,216,577
