Timestamp,Occupancy,Capacity,QueueLength,TrafficNumeric,IsSpecialDay,VehicleWeight,ID
2016-10-04 08:59:00,848,2937,2,0,0,0.5,13122
2016-10-04 08:59:00,864,2009,2,0,0,1.0,9186
2016-10-04 09:32:00,351,470,3,0,0,0.3,2627
2016-10-04 09:32:00,204,387,2,0,0,0.3,1315
2016-10-04 09:32:00,1036,2937,3,0,0,1.0,13123
2016-10-04 09:32:00,590,1322,3,0,0,0.3,14435
2016-10-04 09:32:00,530,690,2,0,0,1.0,7875
2016-10-04 09:32:00,932,3103,3,0,0,1.0,15747
2016-10-04 09:32:00,420,2803,2,0,0,0.5,10499
2016-10-04 09:32:00,1004,2009,3,0,0,1.0,9187
2016-10-04 09:32:00,107,577,2,0,0,1.0,3
2016-10-04 09:32:00,1121,1920,3,0,0,0.3,17059
2016-10-04 09:32:00,2502,3883,3,0,0,0.5,11811
2016-10-04 09:32:00,414,687,2,0,0,1.5,3939
2016-10-04 09:32:00,552,1200,2,0,0,0.5,5251
2016-10-04 09:32:00,302,485,3,0,0,1.5,6563
2016-10-04 09:59:00,638,1200,2,0,0,1.0,5252
2016-10-04 09:59:00,1254,1920,3,0,0,1.5,17060
2016-10-04 09:59:00,657,1322,3,0,0,1.5,14436
2016-10-04 09:59:00,397,470,2,0,0,0.5,2628
2016-10-04 09:59:00,1052,3103,3,0,0,0.3,15748
2016-10-04 09:59:00,476,2803,3,0,0,1.0,10500
2016-10-04 09:59:00,236,387,2,0,0,1.0,1316
2016-10-04 09:59:00,1142,2009,3,0,0,1.0,9188
2016-10-04 09:59:00,1163,2937,3,0,0,1.0,13124
2016-10-04 09:59:00,600,690,2,0,0,1.0,7876
2016-10-04 09:59:00,327,485,3,1,0,1.0,6564
2016-10-04 09:59:00,150,577,2,0,0,0.5,4
2016-10-04 09:59:00,2802,3883,3,0,0,1.5,11812
2016-10-04 09:59:00,485,687,3,0,0,1.0,3940
2016-10-04 10:26:00,715,1322,3,0,0,1.0,14437
2016-10-04 10:26:00,430,470,3,0,0,1.0,2629
2016-10-04 10:26:00,1142,3103,4,0,0,1.0,15749
2016-10-04 10:26:00,642,690,4,0,0,1.0,7877
2016-10-04 10:26:00,177,577,3,0,0,1.0,5
2016-10-04 10:26:00,1245,2009,4,0,0,1.5,9189
2016-10-04 10:26:00,525,2803,4,0,0,0.3,10501
2016-10-04 10:26:00,686,1200,4,1,0,1.0,5253
2016-10-04 10:26:00,1257,2937,3,0,0,1.0,13125
2016-10-04 10:26:00,3035,3883,5,0,0,1.0,11813
2016-10-04 10:26:00,1324,1920,4,0,0,1.0,17061
2016-10-04 10:26:00,530,687,5,1,0,1.0,3941
2016-10-04 10:26:00,351,485,3,0,0,1.0,6565
2016-10-04 10:26:00,264,387,3,0,0,1.0,1317
2016-10-04 10:59:00,1387,1920,5,1,0,1.0,17062
2016-10-04 10:59:00,729,1200,4,1,0,1.0,5254
2016-10-04 10:59:00,1354,2937,7,2,0,0.5,13126
2016-10-04 10:59:00,1210,3103,5,1,0,1.0,15750
2016-10-04 10:59:00,3169,3883,6,1,0,1.0,11814
2016-10-04 10:59:00,573,687,4,1,0,1.0,3942
2016-10-04 10:59:00,675,690,4,1,0,0.5,7878
2016-10-04 10:59:00,371,485,6,2,0,1.0,6566
2016-10-04 10:59:00,791,1322,4,1,0,1.0,14438
2016-10-04 10:59:00,219,577,6,2,0,1.5,6
2016-10-04 10:59:00,308,387,4,1,0,1.0,1318
2016-10-04 10:59:00,574,2803,4,1,0,1.5,10502
2016-10-04 10:59:00,458,470,6,2,0,0.3,2630
2016-10-04 10:59:00,1364,2009,5,1,0,0.5,9190
2016-10-04 11:25:00,1428,1920,6,1,0,1.5,17063
2016-10-04 11:25:00,765,1200,5,1,0,1.0,5255
2016-10-04 11:25:00,247,577,5,1,0,1.0,7
2016-10-04 11:25:00,820,1322,5,1,0,1.5,14439
2016-10-04 11:25:00,1369,2937,6,1,0,0.5,13127
2016-10-04 11:25:00,1424,2009,6,1,0,0.5,9191
2016-10-04 11:25:00,464,470,5,1,0,1.0,2631
2016-10-04 11:25:00,1241,3103,9,2,0,1.5,15751
2016-10-04 11:25:00,3221,3883,7,1,0,1.5,11815
2016-10-04 11:25:00,604,687,5,1,0,0.5,3943
2016-10-04 11:25:00,588,2803,5,1,0,1.5,10503
2016-10-04 11:25:00,324,387,5,1,0,0.5,1319
2016-10-04 11:25:00,373,485,7,2,0,1.5,6567
2016-10-04 11:25:00,672,690,6,1,0,1.0,7879
2016-10-04 11:59:00,1288,3103,6,1,0,0.5,15752
2016-10-04 11:59:00,3248,3883,7,1,0,0.5,11816
2016-10-04 11:59:00,259,577,5,1,0,0.3,8
2016-10-04 11:59:00,1390,2937,6,1,0,1.0,13128
2016-10-04 11:59:00,605,2803,5,1,0,1.0,10504
2016-10-04 11:59:00,332,387,5,1,0,1.0,1320
2016-10-04 11:59:00,1470,2009,6,1,0,0.5,9192
2016-10-04 11:59:00,836,1322,8,2,0,1.0,14440
2016-10-04 11:59:00,677,690,7,2,0,1.0,7880
2016-10-04 11:59:00,1447,1920,6,1,0,1.0,17064
2016-10-04 11:59:00,381,485,7,2,0,1.0,6568
2016-10-04 11:59:00,771,1200,6,1,0,1.0,5256
2016-10-04 11:59:00,634,687,5,1,0,0.5,3944
2016-10-04 11:59:00,460,470,5,1,0,0.5,2632
2016-10-04 12:29:00,1460,1920,10,2,0,0.3,17065
2016-10-04 12:29:00,3251,3883,11,2,0,1.0,11817
2016-10-04 12:29:00,266,577,8,2,0,0.5,9
2016-10-04 12:29:00,1397,2937,10,2,0,1.0,13129
2016-10-04 12:29:00,779,1200,9,2,0,0.3,5257
2016-10-04 12:29:00,1484,2009,10,2,0,1.0,9193
2016-10-04 12:29:00,464,470,8,2,0,1.0,2633
2016-10-04 12:29:00,604,2803,9,2,0,1.0,10505
2016-10-04 12:29:00,683,690,9,2,0,1.0,7881
2016-10-04 12:29:00,334,387,8,2,0,1.0,1321
2016-10-04 12:29:00,648,687,9,2,0,0.5,3945
2016-10-04 12:29:00,1297,3103,10,2,0,1.5,15753
2016-10-04 12:29:00,836,1322,9,2,0,1.0,14441
2016-10-04 12:29:00,379,485,6,1,0,1.0,6569
2016-10-04 12:56:00,374,485,8,2,0,0.5,6570
2016-10-04 13:02:00,1448,1920,9,2,0,1.0,17066
2016-10-04 13:02:00,810,1322,8,2,0,1.0,14442
2016-10-04 13:02:00,3232,3883,10,2,0,1.0,11818
2016-10-04 13:02:00,269,577,7,2,0,1.0,10
2016-10-04 13:02:00,1288,3103,9,2,0,0.5,15754
2016-10-04 13:02:00,660,690,8,2,0,0.5,7882
2016-10-04 13:02:00,333,387,7,2,0,1.0,1322
2016-10-04 13:02:00,1461,2009,8,2,0,0.5,9194
2016-10-04 13:02:00,458,470,8,2,0,1.0,2634
2016-10-04 13:02:00,651,687,6,1,0,1.5,3946
2016-10-04 13:02:00,1367,2937,9,2,0,1.0,13130
2016-10-04 13:02:00,773,1200,7,2,0,1.5,5258
2016-10-04 13:02:00,596,2803,8,2,0,1.0,10506
2016-10-04 13:29:00,648,687,8,2,0,1.0,3947
2016-10-04 13:29:00,375,485,7,2,0,0.5,6571
2016-10-04 13:29:00,263,577,7,2,0,1.0,11
2016-10-04 13:29:00,758,1200,6,1,0,1.0,5259
2016-10-04 13:29:00,581,2803,7,2,0,1.0,10507
2016-10-04 13:29:00,331,387,7,2,0,1.0,1323
2016-10-04 13:29:00,1432,1920,9,2,0,0.3,17067
2016-10-04 13:29:00,450,470,8,2,0,1.0,2635
2016-10-04 13:29:00,3184,3883,10,2,0,0.5,11819
2016-10-04 13:29:00,811,1322,8,2,0,1.5,14443
2016-10-04 13:29:00,1459,2009,8,2,0,1.0,9195
2016-10-04 13:29:00,648,690,8,2,0,0.3,7883
2016-10-04 13:29:00,1360,2937,9,2,0,1.0,13131
2016-10-04 13:29:00,1273,3103,8,2,0,0.3,15755
2016-10-04 14:02:00,576,2803,4,1,0,1.0,10508
2016-10-04 14:02:00,815,1322,4,1,0,1.5,14444
2016-10-04 14:02:00,757,1200,5,1,0,1.0,5260
2016-10-04 14:02:00,1352,2937,5,1,0,1.0,13132
2016-10-04 14:02:00,381,485,5,1,0,1.0,6572
2016-10-04 14:02:00,1262,3103,5,1,0,1.0,15756
2016-10-04 14:02:00,3145,3883,5,1,0,1.5,11820
2016-10-04 14:02:00,238,577,5,2,0,1.0,12
2016-10-04 14:02:00,639,690,6,2,0,1.0,7884
2016-10-04 14:02:00,1430,1920,5,1,0,1.0,17068
2016-10-04 14:02:00,1452,2009,5,1,0,1.0,9196
2016-10-04 14:02:00,332,387,4,1,0,1.0,1324
2016-10-04 14:02:00,637,687,6,2,0,1.0,3948
2016-10-04 14:02:00,446,470,4,1,0,1.0,2636
2016-10-04 14:29:00,627,687,4,1,0,1.5,3949
2016-10-04 14:29:00,3113,3883,5,1,0,0.5,11821
2016-10-04 14:29:00,1318,2937,5,1,0,1.0,13133
2016-10-04 14:29:00,1429,1920,4,1,0,1.0,17069
2016-10-04 14:29:00,322,387,3,1,0,1.0,1325
2016-10-04 14:29:00,215,577,3,1,0,1.5,13
2016-10-04 14:29:00,560,2803,4,1,0,1.0,10509
2016-10-04 14:29:00,433,470,4,1,0,0.5,2637
2016-10-04 14:29:00,1420,2009,7,2,0,0.5,9197
2016-10-04 14:29:00,621,690,4,1,0,1.0,7885
2016-10-04 14:29:00,1238,3103,5,1,0,1.0,15757
2016-10-04 14:29:00,793,1322,4,1,0,0.5,14445
2016-10-04 14:29:00,373,485,4,1,0,1.0,6573
2016-10-04 14:29:00,760,1200,4,1,0,1.0,5261
2016-10-04 14:57:00,307,387,4,1,0,1.5,1326
2016-10-04 14:57:00,593,687,4,1,0,0.3,3950
2016-10-04 14:57:00,3011,3883,6,1,0,1.0,11822
2016-10-04 14:57:00,354,485,4,1,0,0.5,6574
2016-10-04 14:57:00,1381,1920,5,1,0,1.0,17070
2016-10-04 14:57:00,529,2803,4,1,0,0.5,10510
2016-10-04 14:57:00,426,470,4,1,0,1.0,2638
2016-10-04 14:57:00,1346,2009,4,1,0,1.0,9198
2016-10-04 14:57:00,1169,3103,5,1,0,1.0,15758
2016-10-04 14:57:00,606,690,5,1,0,1.0,7886
2016-10-04 14:57:00,753,1322,4,1,0,0.3,14446
2016-10-04 14:57:00,727,1200,4,1,0,1.0,5262
2016-10-04 14:57:00,1267,2937,7,2,0,0.5,13134
2016-10-04 14:57:00,192,577,3,1,0,0.5,14
2016-10-04 15:30:00,581,690,2,0,0,1.0,7887
2016-10-04 15:30:00,294,387,2,0,0,1.0,1327
2016-10-04 15:30:00,1300,1920,3,0,0,1.0,17071
2016-10-04 15:30:00,1288,2009,3,0,0,0.5,9199
2016-10-04 15:30:00,1127,3103,3,0,0,1.0,15759
2016-10-04 15:30:00,716,1322,2,0,0,1.0,14447
2016-10-04 15:30:00,411,470,3,0,0,1.0,2639
2016-10-04 15:30:00,338,485,3,0,0,1.0,6575
2016-10-04 15:30:00,572,687,3,1,0,1.0,3951
2016-10-04 15:30:00,165,577,2,0,0,1.0,15
2016-10-04 15:30:00,1213,2937,4,1,0,1.0,13135
2016-10-04 15:30:00,678,1200,3,0,0,1.0,5263
2016-10-04 15:30:00,511,2803,2,0,0,1.0,10511
2016-10-04 15:30:00,2839,3883,4,0,0,1.0,11823
2016-10-04 16:04:00,534,690,2,0,0,1.0,7888
2016-10-04 16:04:00,317,485,2,0,0,1.0,6576
2016-10-04 16:04:00,270,387,1,0,0,1.0,1328
2016-10-04 16:04:00,1121,2937,3,1,0,1.5,13136
2016-10-04 16:04:00,664,1322,2,0,0,0.5,14448
2016-10-04 16:04:00,648,1200,3,0,0,0.5,5264
2016-10-04 16:04:00,511,687,3,0,0,1.0,3952
2016-10-04 16:04:00,461,2803,3,1,0,1.0,10512
2016-10-04 16:04:00,162,577,1,0,0,0.5,16
2016-10-04 16:04:00,376,470,3,0,0,0.5,2640
2016-10-04 16:04:00,1019,3103,3,0,0,1.0,15760
2016-10-04 16:04:00,1218,1920,3,0,0,1.0,17072
2016-10-04 16:04:00,1175,2009,3,0,0,0.3,9200
2016-10-04 16:04:00,2656,3883,2,0,0,0.5,11824
2016-10-04 16:31:00,143,577,2,1,0,1.0,17
2016-10-04 16:31:00,618,1322,2,0,0,1.5,14449
2016-10-04 16:31:00,1015,2937,2,0,0,1.0,13137
2016-10-04 16:31:00,936,3103,2,0,0,0.5,15761
2016-10-04 16:31:00,1089,2009,2,0,0,1.0,9201
2016-10-04 16:31:00,2359,3883,3,0,0,1.0,11825
2016-10-04 16:31:00,1075,1920,2,0,0,1.5,17073
2016-10-04 16:31:00,245,387,2,0,0,1.0,1329
2016-10-04 16:31:00,406,2803,2,0,0,1.5,10513
2016-10-04 16:31:00,466,690,2,1,0,0.3,7889
2016-10-04 16:31:00,471,687,2,0,0,1.0,3953
2016-10-04 16:31:00,325,470,2,0,0,1.0,2641
2016-10-04 16:31:00,304,485,2,0,0,1.0,6577
2016-10-04 16:31:00,565,1200,2,1,0,0.3,5265
2016-10-05 07:57:00,282,687,2,0,0,0.5,3954
2016-10-05 07:57:00,453,1322,2,0,0,1.0,14450
2016-10-05 07:57:00,246,2803,2,0,0,0.5,10514
2016-10-05 07:57:00,735,2009,2,0,0,0.5,9202
2016-10-05 07:57:00,602,1920,2,0,0,1.0,17074
2016-10-05 07:57:00,54,577,1,0,0,1.0,18
2016-10-05 07:57:00,1104,3883,3,0,0,1.0,11826
2016-10-05 07:57:00,650,3103,2,0,0,0.5,15762
2016-10-05 07:57:00,146,387,2,0,0,1.0,1330
2016-10-05 07:57:00,268,485,2,0,0,1.0,6578
2016-10-05 07:57:00,127,470,1,0,0,1.0,2642
2016-10-05 07:57:00,594,2937,2,0,0,1.0,13138
2016-10-05 07:57:00,229,1200,2,1,0,1.0,5266
2016-10-05 07:57:00,180,690,2,0,0,1.0,7890
2016-10-05 08:30:00,487,1322,2,0,0,1.0,14451
2016-10-05 08:30:00,333,1200,2,0,0,0.3,5267
2016-10-05 08:30:00,294,690,2,0,0,1.0,7891
2016-10-05 08:30:00,59,577,1,1,0,1.0,19
2016-10-05 08:30:00,1599,3883,2,0,0,1.0,11827
2016-10-05 08:30:00,169,387,2,0,0,1.0,1331
2016-10-05 08:30:00,779,1920,2,0,0,0.5,17075
2016-10-05 08:30:00,817,2009,2,0,0,1.0,9203
2016-10-05 08:30:00,326,2803,2,0,0,1.0,10515
2016-10-05 08:30:00,760,3103,2,0,0,1.0,15763
2016-10-05 08:30:00,273,485,1,0,0,1.0,6579
2016-10-05 08:30:00,201,470,2,0,0,1.5,2643
2016-10-05 08:30:00,736,2937,2,0,0,1.5,13139
2016-10-05 08:30:00,330,687,2,0,0,1.0,3955
2016-10-05 09:04:00,896,3103,4,1,0,1.0,15764
2016-10-05 09:04:00,419,2803,2,0,0,1.0,10516
2016-10-05 09:04:00,424,690,2,0,0,1.0,7892
2016-10-05 09:04:00,293,485,2,0,0,1.0,6580
2016-10-05 09:04:00,949,2009,2,0,0,1.0,9204
2016-10-05 09:04:00,395,687,3,1,0,0.3,3956
2016-10-05 09:04:00,2142,3883,3,0,0,1.0,11828
2016-10-05 09:04:00,554,1322,2,0,0,0.5,14452
2016-10-05 09:04:00,928,2937,3,0,0,0.3,13140
2016-10-05 09:04:00,470,1200,2,0,0,0.5,5268
2016-10-05 09:04:00,975,1920,4,1,0,1.0,17076
2016-10-05 09:04:00,211,387,2,0,0,0.5,1332
2016-10-05 09:04:00,71,577,2,0,0,1.0,20
2016-10-05 09:04:00,283,470,2,0,0,1.0,2644
2016-10-05 09:30:00,317,485,2,0,0,1.0,6581
2016-10-05 09:30:00,1090,2009,3,1,0,1.0,9205
2016-10-05 09:30:00,1138,1920,3,0,0,1.0,17077
2016-10-05 09:30:00,256,387,3,0,0,0.5,1333
2016-10-05 09:30:00,1083,2937,4,1,0,1.0,13141
2016-10-05 09:30:00,2552,3883,3,0,0,1.0,11829
2016-10-05 09:30:00,347,470,2,0,0,0.3,2645
2016-10-05 09:30:00,83,577,2,1,0,1.0,21
2016-10-05 09:30:00,464,687,2,0,0,1.0,3957
2016-10-05 09:30:00,1003,3103,3,0,0,1.0,15765
2016-10-05 09:30:00,584,1200,3,0,0,1.0,5269
2016-10-05 09:30:00,626,1322,3,0,0,1.0,14453
2016-10-05 09:30:00,478,2803,3,0,0,0.3,10517
2016-10-05 09:30:00,510,690,2,0,0,1.0,7893
2016-10-05 10:04:00,339,485,3,0,0,1.5,6582
2016-10-05 10:04:00,1221,2937,4,0,0,1.5,13142
2016-10-05 10:04:00,1246,2009,5,1,0,1.0,9206
2016-10-05 10:04:00,699,1200,5,1,0,1.0,5270
2016-10-05 10:04:00,710,1322,3,0,0,1.0,14454
2016-10-05 10:04:00,1306,1920,4,0,0,1.5,17078
2016-10-05 10:04:00,572,690,3,0,0,1.0,7894
2016-10-05 10:04:00,310,387,3,0,0,1.0,1334
2016-10-05 10:04:00,536,687,4,0,0,1.0,3958
2016-10-05 10:04:00,114,577,3,0,0,1.0,22
2016-10-05 10:04:00,1112,3103,4,0,0,0.5,15766
2016-10-05 10:04:00,383,470,3,0,0,0.5,2646
2016-10-05 10:04:00,2957,3883,4,0,0,1.0,11830
2016-10-05 10:04:00,547,2803,4,1,0,1.0,10518
2016-10-05 10:30:00,404,470,4,1,0,0.5,2647
2016-10-05 10:30:00,1379,1920,5,1,0,1.0,17079
2016-10-05 10:30:00,1288,2937,7,2,0,1.0,13143
2016-10-05 10:30:00,355,485,3,1,0,1.0,6583
2016-10-05 10:30:00,1339,2009,4,1,0,1.0,9207
2016-10-05 10:30:00,586,2803,5,1,0,0.5,10519
2016-10-05 10:30:00,337,387,5,2,0,0.5,1335
2016-10-05 10:30:00,128,577,4,2,0,1.5,23
2016-10-05 10:30:00,598,690,4,1,0,0.5,7895
2016-10-05 10:30:00,1182,3103,6,2,0,1.0,15767
2016-10-05 10:30:00,761,1322,4,1,0,1.0,14455
2016-10-05 10:30:00,736,1200,5,1,0,1.5,5271
2016-10-05 10:30:00,578,687,4,1,0,0.3,3959
2016-10-05 10:30:00,3117,3883,5,1,0,1.0,11831
2016-10-05 11:04:00,619,687,5,1,0,1.0,3960
2016-10-05 11:04:00,1330,2937,6,1,0,1.0,13144
2016-10-05 11:04:00,624,690,6,1,0,1.0,7896
2016-10-05 11:04:00,757,1200,5,1,0,0.5,5272
2016-10-05 11:04:00,420,470,5,1,0,1.0,2648
2016-10-05 11:04:00,1410,1920,7,1,0,0.5,17080
2016-10-05 11:04:00,367,485,6,1,0,1.5,6584
2016-10-05 11:04:00,1411,2009,9,2,0,1.0,9208
2016-10-05 11:04:00,3177,3883,10,2,0,1.0,11832
2016-10-05 11:04:00,339,387,5,1,0,1.0,1336
2016-10-05 11:04:00,148,577,4,1,0,0.5,24
2016-10-05 11:04:00,1250,3103,6,1,0,0.5,15768
2016-10-05 11:04:00,792,1322,8,2,0,1.0,14456
2016-10-05 11:04:00,603,2803,5,1,0,1.0,10520
2016-10-05 11:30:00,366,485,5,1,0,1.0,6585
2016-10-05 11:30:00,1436,2009,7,1,0,0.5,9209
2016-10-05 11:30:00,1340,2937,6,1,0,1.0,13145
2016-10-05 11:30:00,1259,3103,6,1,0,1.5,15769
2016-10-05 11:30:00,796,1322,6,1,0,0.5,14457
2016-10-05 11:30:00,429,470,8,2,0,0.3,2649
2016-10-05 11:30:00,640,687,6,1,0,0.3,3961
2016-10-05 11:30:00,634,690,5,1,0,1.0,7897
2016-10-05 11:30:00,1430,1920,6,1,0,1.0,17081
2016-10-05 11:30:00,340,387,5,1,0,1.5,1337
2016-10-05 11:30:00,3194,3883,6,1,0,1.0,11833
2016-10-05 11:30:00,162,577,4,1,0,1.0,25
2016-10-05 11:30:00,593,2803,5,1,0,1.0,10521
2016-10-05 11:30:00,774,1200,6,1,0,1.0,5273
2016-10-05 12:04:00,447,470,8,2,0,1.0,2650
2016-10-05 12:04:00,650,687,9,2,0,1.0,3962
2016-10-05 12:04:00,3213,3883,10,2,0,0.5,11834
2016-10-05 12:04:00,369,485,8,2,0,1.0,6586
2016-10-05 12:04:00,1264,3103,9,2,0,0.5,15770
2016-10-05 12:04:00,1359,2937,10,2,0,1.0,13146
2016-10-05 12:04:00,779,1200,9,2,0,1.5,5274
2016-10-05 12:04:00,178,577,6,2,0,1.0,26
2016-10-05 12:04:00,809,1322,9,2,0,0.5,14458
2016-10-05 12:04:00,582,2803,8,2,0,0.5,10522
2016-10-05 12:04:00,653,690,8,2,0,0.3,7898
2016-10-05 12:04:00,337,387,8,2,0,1.0,1338
2016-10-05 12:04:00,1446,1920,9,2,0,1.0,17082
2016-10-05 12:04:00,1459,2009,6,1,0,0.5,9210
2016-10-05 12:17:00,376,485,8,2,0,1.0,6587
2016-10-05 12:30:00,662,690,8,2,0,1.0,7899
2016-10-05 12:30:00,770,1200,9,2,0,1.0,5275
2016-10-05 12:30:00,1278,3103,9,2,0,1.5,15771
2016-10-05 12:30:00,183,577,7,2,0,1.0,27
2016-10-05 12:30:00,811,1322,9,2,0,0.5,14459
2016-10-05 12:30:00,450,470,9,2,0,1.0,2651
2016-10-05 12:30:00,336,387,8,2,0,0.5,1339
2016-10-05 12:30:00,1437,1920,7,1,0,1.0,17083
2016-10-05 12:30:00,3190,3883,11,2,0,0.5,11835
2016-10-05 12:30:00,1371,2937,10,2,0,1.0,13147
2016-10-05 12:30:00,1472,2009,9,2,0,1.0,9211
2016-10-05 12:30:00,661,687,9,2,0,1.0,3963
2016-10-05 12:30:00,580,2803,8,2,0,1.5,10523
2016-10-05 12:57:00,756,1200,8,2,0,1.0,5276
2016-10-05 12:57:00,1490,2009,7,1,0,1.5,9212
2016-10-05 12:57:00,451,470,8,2,0,0.5,2652
2016-10-05 12:57:00,343,387,8,2,0,1.0,1340
2016-10-05 12:57:00,373,485,8,2,0,1.0,6588
2016-10-05 12:57:00,1381,2937,9,2,0,1.0,13148
2016-10-05 12:57:00,3145,3883,11,2,0,0.5,11836
2016-10-05 12:57:00,827,1322,9,2,0,0.5,14460
2016-10-05 12:57:00,586,2803,9,2,0,1.0,10524
2016-10-05 12:57:00,1418,1920,9,2,0,0.5,17084
2016-10-05 12:57:00,665,690,6,1,0,1.0,7900
2016-10-05 12:57:00,175,577,7,2,0,1.0,28
2016-10-05 12:57:00,663,687,8,2,0,0.5,3964
2016-10-05 12:57:00,1279,3103,9,2,0,1.0,15772
2016-10-05 13:30:00,372,485,7,2,0,1.5,6589
2016-10-05 13:30:00,179,577,6,2,0,1.5,29
2016-10-05 13:30:00,761,1200,8,2,0,1.0,5277
2016-10-05 13:30:00,638,687,8,2,0,1.0,3965
2016-10-05 13:30:00,1462,2009,9,2,0,1.0,9213
2016-10-05 13:30:00,669,690,7,2,0,1.0,7901
2016-10-05 13:30:00,3146,3883,7,1,0,0.3,11837
2016-10-05 13:30:00,824,1322,8,2,0,1.0,14461
2016-10-05 13:30:00,1248,3103,9,2,0,1.0,15773
2016-10-05 13:30:00,345,387,7,2,0,1.0,1341
2016-10-05 13:30:00,1386,2937,6,1,0,1.0,13149
2016-10-05 13:30:00,1427,1920,6,1,0,1.0,17085
2016-10-05 13:30:00,454,470,8,2,0,1.0,2653
2016-10-05 13:30:00,583,2803,8,2,0,1.0,10525
2016-10-05 13:57:00,579,2803,5,1,0,1.0,10526
2016-10-05 13:57:00,174,577,4,1,0,1.0,30
2016-10-05 13:57:00,1453,2009,6,1,0,1.0,9214
2016-10-05 13:57:00,1237,3103,7,1,0,1.0,15774
2016-10-05 13:57:00,1422,1920,6,1,0,1.0,17086
2016-10-05 13:57:00,455,470,5,1,0,1.0,2654
2016-10-05 13:57:00,818,1322,6,1,0,0.5,14462
2016-10-05 13:57:00,1375,2937,6,1,0,1.0,13150
2016-10-05 13:57:00,368,485,7,2,0,1.0,6590
2016-10-05 13:57:00,764,1200,5,1,0,0.5,5278
2016-10-05 13:57:00,635,687,6,1,0,0.5,3966
2016-10-05 13:57:00,662,690,6,1,0,1.0,7902
2016-10-05 13:57:00,3140,3883,7,1,0,1.0,11838
2016-10-05 13:57:00,345,387,5,1,0,1.0,1342
2016-10-05 14:30:00,3072,3883,5,1,0,0.5,11839
2016-10-05 14:30:00,336,387,4,1,0,1.0,1343
2016-10-05 14:30:00,767,1200,4,1,0,1.0,5279
2016-10-05 14:30:00,1192,3103,4,1,0,1.0,15775
2016-10-05 14:30:00,620,687,4,1,0,0.5,3967
2016-10-05 14:30:00,447,470,4,1,0,1.0,2655
2016-10-05 14:30:00,158,577,5,2,0,1.0,31
2016-10-05 14:30:00,794,1322,4,1,0,1.0,14463
2016-10-05 14:30:00,361,485,4,1,0,1.0,6591
2016-10-05 14:30:00,1409,1920,4,1,0,1.0,17087
2016-10-05 14:30:00,547,2803,4,1,0,1.0,10527
2016-10-05 14:30:00,653,690,4,1,0,0.5,7903
2016-10-05 14:30:00,1414,2009,7,2,0,0.5,9215
2016-10-05 14:30:00,1350,2937,5,1,0,1.5,13151
2016-10-05 14:57:00,1355,2009,5,1,0,0.5,9216
2016-10-05 14:57:00,1378,1920,5,1,0,0.5,17088
2016-10-05 14:57:00,145,577,3,1,0,1.0,32
